user_id,uuid,amount,instrument_type,instrument,net_amount,discount_points,tx_init_timestamp,tx_end_timestamp
1588,7cdb1de3-7a62-4be5-b9f6-653da407dcd8,1820.0,credit_card,PayTM,1310.4,510.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1589,cf8c8c62-23a5-4eb4-a745-f2e34c71d798,1551.0,upi,YES BANK,1116.72,435.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1590,d565fa3d-e30d-4fc1-99b2-e5143a6f2259,1833.0,credit_card,Google Pay,1319.76,514.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1591,91b0d190-f64c-4bc2-9590-66806ea07560,1904.0,credit_card,STATE BANK OF INDIA,1370.88,534.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1592,8cff0821-9207-41b8-bbf7-382985867398,1559.0,debit_card,ICICI debit card,1122.48,437.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1593,6da367df-c901-4c17-9c22-34632f6e2f78,2666.0,credit_card,IDBI,1919.52,747.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1594,3d07ad3b-bf00-405c-8877-2a353dddadd4,1253.0,credit_card,ICICI,902.16,351.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1595,daaa19ac-ec46-477c-96b5-c8631cb41937,595.0,debit_card,PayTM,428.4,167.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1596,a9d90ce7-4bbf-4fdc-8317-e8498c6fec3a,1715.0,wallet,Google Pay,1234.8,481.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1597,3fac7ce8-3c95-4375-8d0d-f636956ef139,674.0,debit_card,ICICI debit card,485.28,189.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1598,c3ff0ece-dc91-465f-8511-af1d87e6738d,2062.0,debit_card,SBI debit card,1484.64,578.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1599,84ca6067-4625-47f8-bd5c-ca1aa71cee83,219.0,upi,PayTM,157.68,62.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1600,a9c62a1a-c8a8-40a8-85e9-f2a63033e9ec,402.0,credit_card,CANARA BANK,289.44,113.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1601,917eca5c-9ea4-487d-90a0-ba1dc257a948,1925.0,upi,ICICI debit card,1386.0,539.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1602,b56fb7dd-5ecd-4b2a-ac86-ade35f84301b,1890.0,upi,Google Pay,1360.8,530.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1603,429ec646-a975-4a14-b45b-5e91c8d025eb,718.0,credit_card,CANARA BANK,516.96,202.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1604,cc296c0b-1efa-4b33-b7de-72f492be6f32,2784.0,debit_card,IDBI,2004.48,780.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1605,3b6bda01-13ab-4f59-b6d1-ba469cc2ae56,827.0,upi,STATE BANK OF INDIA,595.44,232.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1606,7e22496b-d566-4dfa-9e98-8b0e5c1eea55,233.0,wallet,HDFC,167.76,66.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1607,142ad9fa-240a-4c59-bdd0-1abb5e015fc3,124.0,credit_card,CANARA BANK,89.28,35.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1608,400fa985-4e49-46cb-814f-6ccc249180a9,25.0,upi,SBI debit card,18.0,7.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1609,001c37a3-d84b-4835-9514-9069bcedfa40,2537.0,net_banking,PayTM,1826.64,711.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1610,63e3e093-993d-4f70-8160-e00aea96f4bb,633.0,debit_card,BANK OF BARODA,455.76,178.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1611,3793e486-ffef-41d6-82cf-1c0da121de1f,1351.0,debit_card,STATE BANK OF INDIA,972.72,379.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1612,128b0a2b-417e-4080-ae9a-609fb27075f5,22.0,credit_card,BANK OF BARODA,15.84,7.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1613,15efdbf6-22f7-4f52-8459-19f0785ae43a,57.0,wallet,STATE BANK OF INDIA,41.04,16.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1614,e6d84975-cbd7-4480-b500-dfc9e337f12a,128.0,net_banking,HDFC,92.16,36.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1615,cd8a0e6f-f890-41de-8263-c48298f2ed80,474.0,net_banking,BANK OF BARODA,341.28,133.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1616,5dafe36c-3163-4fe4-a6a2-6348e5507158,577.0,net_banking,HDFC,415.44,162.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1617,c0f4dd2d-2f75-43b2-9ae6-892c6e6f5e8d,477.0,wallet,PayTM,343.44,134.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1618,80d35104-0e83-4564-8553-edd0c3912180,316.0,wallet,SBI debit card,227.52,89.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1619,942feff1-466c-4576-81d2-8af6bef4f8c7,1934.0,net_banking,HDFC,1392.48,542.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1620,4d1006dd-20b3-45f0-b2cc-d2f714216809,13.0,wallet,CANARA BANK,9.36,4.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1621,d1906eda-ce28-479f-b9ad-9b2f294fd06c,1055.0,credit_card,HDFC master card,759.6,296.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1622,f5b45fcb-76b0-4960-bedd-a3615d33e4a7,2521.0,wallet,CANARA BANK,1815.12,706.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1623,5db735dc-a07e-46ba-95ac-490a403e6c34,2085.0,net_banking,HDFC master card,1501.2,584.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1624,5e2fcb2f-1d96-4d80-8ab4-5df35f80b4d5,1804.0,wallet,BANK OF BARODA,1298.88,506.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1625,53a9a88a-3e74-4451-b0ef-035400b1b6c5,1367.0,wallet,Google Pay,984.24,383.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1626,255780f5-1ff0-4d58-bf79-9ac7b8dec9a7,2740.0,upi,BANK OF BARODA,1972.8,768.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1627,98dfe750-e877-4ce9-8da1-8e174604a939,2451.0,upi,ICICI,1764.72,687.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1628,95572495-27bb-48ab-858f-c3723cfcdb8a,2240.0,upi,Google Pay,1612.8,628.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1629,6ac4c745-b6d9-482b-8d08-ff8af563a0ec,679.0,debit_card,IDBI,488.88,191.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1630,3e6e793c-b282-49c1-ad3a-282a457845bf,2109.0,credit_card,Google Pay,1518.48,591.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1631,fc9eddb9-67ab-4eec-9745-f0100172764b,1695.0,upi,YES BANK,1220.4,475.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1632,de3f147d-0b15-4d21-8885-e4287ccf0167,3087.0,credit_card,HDFC master card,2222.64,865.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1633,b20e2379-eb6b-453f-8af0-2201d6f74ba1,1582.0,net_banking,STATE BANK OF INDIA,1139.04,443.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1634,57b263d4-cdcd-4bad-a556-71fd747d4888,2948.0,wallet,BANK OF BARODA,2122.56,826.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1635,80396673-b719-4b15-9fe4-6495fc00c9f3,2179.0,wallet,HDFC master card,1568.88,611.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1636,522ba57a-2c51-4116-b720-ade87471f000,2567.0,credit_card,HDFC,1848.24,719.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1637,d13d1ea3-8ef4-4c3c-8117-4852c495e3c6,1842.0,upi,SBI debit card,1326.24,516.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1638,bfd00c6b-84c4-4ff3-9306-7fa174e10531,3103.0,upi,ICICI,2234.16,869.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1639,03bd8eea-9cca-489d-9205-292d55e2bc45,2298.0,credit_card,STATE BANK OF INDIA,1654.56,644.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1640,042e3e4f-8373-4f20-bb4d-c4e3d2060e80,2722.0,credit_card,STATE BANK OF INDIA,1959.84,763.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1641,fdbec6c0-2bb1-4fc3-9b1e-baf5e88595fa,2425.0,upi,SBI debit card,1746.0,679.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1642,f91d0a7f-466c-41fa-9e7f-7dd9bb4f510c,1789.0,upi,SBI debit card,1288.08,501.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1643,4db988c2-daf8-4888-bf52-aa0294f6d7db,2273.0,credit_card,ICICI,1636.56,637.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1644,d5c467ae-d634-42f3-bacb-857ca59637ec,549.0,wallet,IDBI,395.28,154.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1645,de9fb553-a854-4588-80a2-bd778e45275d,1574.0,credit_card,CANARA BANK,1133.28,441.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1646,dcf52660-69c9-4e24-8e4d-3dfef7edfc33,2468.0,upi,PayTM,1776.96,692.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1647,3a8c1308-333d-471e-b563-4d8f5bca5037,2598.0,net_banking,ICICI,1870.56,728.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1648,92839d23-ff53-4e38-a0bf-6f00865fd7bc,3174.0,wallet,HDFC,2285.28,889.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1649,cf243ebe-891b-4737-8c09-e2fce586722c,2430.0,debit_card,PayTM,1749.6,681.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1650,d4e1828c-cd37-4801-b75e-89bd05c25cb3,1021.0,wallet,IDBI,735.12,286.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1651,5e7082db-a8f3-422e-8050-9be6af4b6b04,1497.0,wallet,SBI debit card,1077.84,420.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1652,c8d15c28-1917-4965-a316-4a018d0a5db6,2704.0,credit_card,STATE BANK OF INDIA,1946.88,758.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1653,c3968384-eaf0-4091-ace3-2c4763f2a1d6,3157.0,wallet,IDBI,2273.04,884.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1654,4e11e30c-a547-4611-a7e0-c1b8a2139c82,549.0,upi,PayTM,395.28,154.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1655,2bf0e000-3603-45be-889e-34dbcf40693f,2786.0,upi,ICICI debit card,2005.92,781.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1656,32b0ac93-cbb8-4341-bcd4-2edb9f65648b,601.0,upi,ICICI,432.72,169.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1657,42bba62a-65a2-4cb5-9a0e-b07b3e8551ce,2416.0,net_banking,SBI debit card,1739.52,677.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1658,cfba873c-af03-4740-acbd-1bb7daa37efb,6.0,credit_card,HDFC,4.32,2.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1659,a2c14092-cd70-433c-9813-ad496315b1a4,1544.0,net_banking,Google Pay,1111.68,433.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1660,2469ef53-3645-4bc7-a64d-dc40bd3f10ff,2019.0,upi,HDFC,1453.68,566.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1661,781d2dad-4db1-4725-ac9e-ebad78d57455,2823.0,wallet,YES BANK,2032.56,791.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1662,793c0fdb-5c3b-476c-a0e7-3bac219a7ce6,3162.0,upi,PayTM,2276.64,886.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1663,d64075b1-4c4c-4f38-bbea-911f7ac0d2f2,2682.0,credit_card,IDBI,1931.04,751.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1664,00943757-8068-4cdc-8a81-e0838ae71c77,2043.0,credit_card,Google Pay,1470.96,573.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1665,1fe73dd0-dc3a-4133-897c-3f6c2f0f4590,1463.0,wallet,STATE BANK OF INDIA,1053.36,410.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1666,041f857c-9d63-4a25-9a11-a76fc2601c1d,1586.0,upi,STATE BANK OF INDIA,1141.92,445.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1667,48e7d923-56dd-4470-ba0c-6fa99828b4e3,3368.0,wallet,STATE BANK OF INDIA,2424.96,944.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1668,f832afd0-7dc7-4268-9885-7287e99e1002,3068.0,wallet,STATE BANK OF INDIA,2208.96,860.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1669,5358d2fe-b014-4dbc-8fad-e2f7299ad916,3433.0,debit_card,BANK OF BARODA,2471.76,962.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1670,10cca30d-1440-4062-994e-4cd3ff1607ea,1808.0,upi,HDFC,1301.76,507.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1671,e8a5eb9e-1d41-46aa-8671-8371d26a5dd9,390.0,credit_card,HDFC,280.8,110.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1672,28bfcb88-6e44-4719-8dba-ce17a9ff927d,3119.0,credit_card,HDFC,2245.68,874.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1673,9285738e-e675-490e-ac72-b8d5abd3311e,932.0,debit_card,HDFC master card,671.04,261.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1674,34e71a93-30c5-4ffd-b0a2-e9a28878cc03,1344.0,wallet,ICICI,967.68,377.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1675,033832af-3a2e-4933-8f1e-a61a197d919d,60.0,net_banking,CANARA BANK,43.2,17.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1676,24879adf-089e-40bf-8d20-ad43ac25c724,2969.0,credit_card,ICICI debit card,2137.68,832.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1677,9cd95ae9-42d8-4f0e-9ec7-78d73393225a,585.0,credit_card,BANK OF BARODA,421.2,164.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1678,07b6e890-bdbc-4ba0-bb96-63947192cca1,1800.0,upi,ICICI debit card,1296.0,504.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1679,1f48a89b-9568-40ef-8e23-b22be72505ab,1748.0,net_banking,CANARA BANK,1258.56,490.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1680,a08bdc9b-ec7e-4961-83d7-9825258cdaaf,3447.0,wallet,HDFC,2481.84,966.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1681,df735a60-cdff-4e31-bbc2-3239b467b2e4,2815.0,upi,PayTM,2026.8,789.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1682,f2ab2db8-0fd3-4113-a5d7-a6c44260b959,1183.0,debit_card,PayTM,851.76,332.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1683,96ed29e0-6b60-47ca-95a5-868d0a4efefe,2491.0,credit_card,IDBI,1793.52,698.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1684,dbb8c2eb-fdc4-46e5-aab2-6ab5c6a8da02,1793.0,net_banking,SBI debit card,1290.96,503.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1685,60d08f7c-2dfa-43a4-80ff-30a81addf4c4,464.0,credit_card,ICICI debit card,334.08,130.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1686,7ba1eb59-181a-4457-8c92-42c54eebfa12,833.0,credit_card,BANK OF BARODA,599.76,234.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1687,2cab3b69-0046-49bd-b593-d235ab0b0fa4,3114.0,credit_card,Google Pay,2242.08,872.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1688,ca68788d-a079-4687-b448-2d605a8fc1c9,1559.0,debit_card,SBI debit card,1122.48,437.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1689,b3597b7c-dd55-4a83-b65b-bb89b142ab38,1203.0,credit_card,HDFC,866.16,337.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1690,2fcec71b-cb3f-4f33-af3c-a8d50df83d78,499.0,net_banking,IDBI,359.28,140.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1691,762601d8-c070-4444-b4ce-f6b6de5d44fc,1156.0,net_banking,Google Pay,832.32,324.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1692,de810049-c353-4a58-9858-03550f04d22f,2920.0,wallet,YES BANK,2102.4,818.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1693,0b24ea72-0ce1-4567-9af6-b2952c64bf2f,184.0,upi,BANK OF BARODA,132.48,52.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1694,433c30ef-dc93-4037-9e49-a21d15f949fb,1142.0,upi,STATE BANK OF INDIA,822.24,320.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1695,f470f695-2a64-4a91-ae6d-1793b1b56bee,2073.0,debit_card,PayTM,1492.56,581.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1696,945009d6-ec87-42e6-8a04-6816d76bd616,1752.0,wallet,PayTM,1261.44,491.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1697,bbabd5bb-1a73-4b25-8b3a-7c7168e784d0,396.0,wallet,Google Pay,285.12,111.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1698,fb2de5ae-7670-42cd-8d99-19557657f6e2,2959.0,net_banking,IDBI,2130.48,829.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1699,630602b7-f0e1-43d4-b85a-c73ece9067e6,523.0,upi,Google Pay,376.56,147.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1700,382d7266-9613-4ae4-ab50-d9606609bacc,828.0,wallet,SBI debit card,596.16,232.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1701,548c8a98-e91c-4287-bb43-332aa7879f4b,2917.0,wallet,HDFC,2100.24,817.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1702,38670d31-7dd4-4d83-a049-8f2062a6783a,970.0,wallet,PayTM,698.4,272.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1703,a80ebfee-dc59-4592-918f-d5562bc41a84,1683.0,wallet,BANK OF BARODA,1211.76,472.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1704,7c8773b4-e3da-43be-9abd-9057c8c04c17,3010.0,credit_card,SBI debit card,2167.2,843.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1705,ee43f49d-87ff-4cd4-8e95-d9270690894a,219.0,credit_card,IDBI,157.68,62.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1706,98081339-1451-449d-ac5f-a14b138f655a,348.0,credit_card,SBI debit card,250.56,98.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1707,69778447-4259-496b-b861-4228542da65e,1388.0,debit_card,HDFC,999.36,389.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1708,cfd81249-90be-48af-8788-f000b0a5fbb8,709.0,credit_card,HDFC,510.48,199.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1709,beab5d28-12de-4af9-b2e3-707360f0cb09,344.0,net_banking,YES BANK,247.68,97.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1710,0dbc56e7-4fb4-4c1c-a710-6741df9678be,2613.0,wallet,ICICI,1881.36,732.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1711,24c8c80c-d2b8-47e0-90de-7f0d180f9a01,1431.0,net_banking,Google Pay,1030.32,401.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1712,9b47773e-bd4a-4c84-9b65-c2acc8f2195e,2626.0,credit_card,Google Pay,1890.72,736.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1713,ac1b0952-4178-4a8c-a06e-ef3e0d7f8723,1119.0,credit_card,IDBI,805.68,314.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1714,313fb878-dd1c-4fa9-b10e-5386678375ef,1887.0,upi,HDFC master card,1358.64,529.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1715,76476588-85cc-4c0d-a76c-a4d14c13a0b2,959.0,credit_card,BANK OF BARODA,690.48,269.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1716,e60e6c7b-0ae5-4559-b4d7-5557a547575a,3475.0,credit_card,ICICI,2502.0,973.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1717,44911505-cb52-4bc2-8e53-3531bd5be9b7,3115.0,credit_card,ICICI,2242.8,873.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1718,0cbb4e01-3ab6-4ea8-978d-f49338df136b,26.0,net_banking,HDFC,18.72,8.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1719,9579c2aa-bac4-4522-8a4d-dc2404008542,1222.0,credit_card,HDFC,879.84,343.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1720,c4295164-25ff-4bb2-87e0-dac75098810f,1153.0,upi,ICICI,830.16,323.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1721,798780c3-6bdc-4cf9-884c-ed454f481ef2,609.0,credit_card,IDBI,438.48,171.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1722,284e88c4-162b-4a20-b9c6-e70a157bbf0b,3386.0,wallet,SBI debit card,2437.92,949.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1723,3e0f12fd-7945-4d13-9e0a-3e6be943b529,1503.0,upi,Google Pay,1082.16,421.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1724,8a01e411-87f1-45b7-a8f7-a6ac1b2766b4,1541.0,wallet,YES BANK,1109.52,432.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1725,a46cb301-d37a-4652-87c4-5b412e489ee2,2145.0,upi,BANK OF BARODA,1544.4,601.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1726,13910f8a-64fd-4afb-919d-907636b43184,1645.0,wallet,BANK OF BARODA,1184.4,461.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1727,b0cd2b03-5009-4531-9f0a-c3eca54e282b,1757.0,wallet,STATE BANK OF INDIA,1265.04,492.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1728,253506bc-90fd-4543-bb66-d72a356dea51,555.0,wallet,ICICI debit card,399.6,156.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1729,a0a9b476-8a85-44de-a284-fe45e9df16aa,459.0,credit_card,BANK OF BARODA,330.48,129.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1730,a11b6938-31c3-40fc-b463-f8995b6f85f6,1503.0,net_banking,IDBI,1082.16,421.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1731,5d54b3b3-853f-4ebc-a111-2a2bafb27adc,2580.0,credit_card,CANARA BANK,1857.6,723.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1732,55acd9b5-0fb5-4c95-845e-c035337ad544,2824.0,wallet,BANK OF BARODA,2033.28,791.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1733,8bbe1eb3-5f7c-4fcf-8179-4ffffbf25e1b,1363.0,credit_card,HDFC,981.36,382.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1734,752f51a5-4d2e-4602-af20-72be78fc07b7,1503.0,wallet,HDFC master card,1082.16,421.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1735,3cba1691-2bc1-4863-a08b-10f6f724f7ab,2203.0,wallet,BANK OF BARODA,1586.16,617.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1736,fb5b67e2-90c2-4125-aac2-0de974a5ae8b,2255.0,upi,HDFC,1623.6,632.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
1737,be9223de-13b2-4762-a5d5-c70b8548e4c2,3472.0,credit_card,CANARA BANK,2499.84,973.0,2024-03-11T08:44:04.842-04:00,2024-03-11T08:44:04.842-04:00
