contest_id,user_id,team_id,fee_paid,final_position
1036,1644,633,25.0,81
1037,1645,25,1600.0,84
1038,1646,525,3200.0,83
1039,1647,145,100.0,6
1040,1648,847,50.0,68
1041,1649,856,1600.0,27
1042,1650,509,1600.0,17
1043,1651,496,800.0,4
1044,1652,741,1600.0,23
1045,1653,528,50.0,99
1046,1654,677,200.0,89
1047,1655,268,50.0,48
1048,1656,979,200.0,46
1049,1657,748,800.0,13
1050,1658,571,50.0,7
1051,1659,292,200.0,62
1052,1660,109,25.0,54
1053,1661,198,50.0,30
1054,1662,706,100.0,4
1055,1663,822,100.0,86
1056,1664,824,100.0,57
1057,1665,113,1600.0,88
1058,1666,382,25.0,92
1059,1667,984,1600.0,38
1060,1668,911,1600.0,89
1061,1669,89,50.0,42
1062,1670,104,400.0,42
1063,1671,966,100.0,64
1064,1672,680,6400.0,47
1065,1673,617,200.0,2
1066,1674,986,50.0,8
1067,1675,774,200.0,83
1068,1676,330,1600.0,67
1069,1677,751,25.0,50
1070,1678,77,1600.0,54
1071,1679,752,800.0,46
1072,1680,321,400.0,18
1073,1681,545,400.0,8
1074,1682,469,100.0,25
1075,1683,525,1600.0,46
1076,1684,836,1600.0,29
1077,1685,326,100.0,25
1078,1686,320,1600.0,12
1079,1687,596,200.0,19
1080,1688,935,6400.0,17
1081,1689,855,200.0,17
1082,1690,961,800.0,98
1083,1691,817,100.0,60
1084,1692,149,800.0,38
1085,1693,736,1600.0,9
1086,1694,434,3200.0,90
1087,1695,566,50.0,28
1088,1696,162,100.0,27
1089,1697,771,3200.0,9
1090,1698,427,1600.0,3
1091,1699,430,3200.0,32
1092,1700,998,6400.0,53
1093,1701,759,50.0,58
1094,1702,500,3200.0,18
1095,1703,695,6400.0,10
1096,1704,22,800.0,28
1097,1705,237,1600.0,25
1098,1706,50,50.0,47
1099,1707,522,1600.0,90
1100,1708,122,6400.0,50
1101,1709,554,800.0,62
1102,1710,770,1600.0,16
1103,1711,271,6400.0,80
1104,1712,893,100.0,52
1105,1713,626,50.0,97
1106,1714,97,50.0,87
1107,1715,168,800.0,25
1108,1716,469,400.0,75
1109,1717,898,400.0,16
1110,1718,479,400.0,4
1111,1719,795,6400.0,50
1112,1720,767,800.0,38
1113,1721,698,1600.0,10
1114,1722,851,3200.0,10
1115,1723,571,1600.0,56
1116,1724,622,800.0,76
1117,1725,114,50.0,35
1118,1726,130,200.0,30
1119,1727,547,400.0,72
1120,1728,986,1600.0,8
1121,1729,912,3200.0,66
1122,1730,765,25.0,57
1123,1731,472,3200.0,88
1124,1732,630,3200.0,48
1125,1733,555,50.0,18
1126,1734,698,200.0,36
1127,1735,978,800.0,44
1128,1736,864,400.0,25
1129,1737,93,400.0,12
1130,1738,536,400.0,88
1131,1739,356,800.0,44
1132,1740,827,200.0,14
1133,1741,889,800.0,83
1134,1742,947,200.0,85
1135,1743,317,50.0,0
1136,1744,384,1600.0,39
1137,1745,255,50.0,43
1138,1746,293,6400.0,14
1139,1747,81,50.0,9
1140,1748,110,200.0,78
1141,1749,338,800.0,70
1142,1750,454,100.0,62
1143,1751,761,6400.0,21
1144,1752,645,1600.0,96
1145,1753,798,200.0,37
1146,1754,465,200.0,23
1147,1755,769,3200.0,33
1148,1756,984,200.0,64
1149,1757,257,800.0,71
1150,1758,195,400.0,23
1151,1759,3,800.0,61
1152,1760,578,400.0,22
1153,1761,825,100.0,62
1154,1762,179,400.0,45
1155,1763,605,200.0,82
1156,1764,306,50.0,12
1157,1765,631,1600.0,50
1158,1766,988,1600.0,80
1159,1767,527,800.0,53
1160,1768,748,1600.0,93
1161,1769,441,200.0,59
1162,1770,327,1600.0,95
1163,1771,718,6400.0,49
1164,1772,550,100.0,87
1165,1773,86,3200.0,94
1166,1774,469,3200.0,52
1167,1775,708,3200.0,91
1168,1776,909,200.0,9
1169,1777,374,1600.0,48
1170,1778,988,200.0,28
1171,1779,742,6400.0,45
1172,1780,440,1600.0,26
1173,1781,499,400.0,92
1174,1782,810,3200.0,91
1175,1783,190,3200.0,62
1176,1784,638,800.0,64
1177,1785,751,50.0,77
1178,1786,876,50.0,42
1179,1787,439,1600.0,15
1180,1788,833,200.0,54
1181,1789,865,400.0,12
1182,1790,522,50.0,37
1183,1791,241,400.0,21
1184,1792,451,1600.0,86
1185,1793,368,400.0,39
1186,1794,651,100.0,9
1187,1795,170,25.0,88
1188,1796,211,400.0,23
1189,1797,309,800.0,42
1190,1798,398,800.0,0
1191,1799,593,3200.0,20
1192,1800,890,400.0,0
1193,1801,345,3200.0,20
1194,1802,663,100.0,18
1195,1803,152,400.0,5
1196,1804,888,200.0,29
1197,1805,494,200.0,43
1198,1806,685,50.0,97
1199,1807,418,1600.0,79
1200,1808,102,200.0,56
1201,1809,538,3200.0,1
1202,1810,596,400.0,46
1203,1811,471,400.0,95
1204,1812,265,50.0,20
1205,1813,635,800.0,80
1206,1814,360,200.0,87
1207,1815,181,200.0,43
1208,1816,243,400.0,37
1209,1817,383,3200.0,72
1210,1818,141,1600.0,2
1211,1819,100,3200.0,69
1212,1820,871,1600.0,0
1213,1821,908,1600.0,35
1214,1822,344,800.0,28
1215,1823,752,1600.0,79
1216,1824,501,3200.0,87
1217,1825,164,200.0,84
1218,1826,179,800.0,47
1219,1827,197,6400.0,24
1220,1828,393,3200.0,19
1221,1829,43,400.0,24
1222,1830,680,100.0,55
1223,1831,351,100.0,15
1224,1832,728,6400.0,22
1225,1833,938,1600.0,53
1226,1834,691,400.0,9
1227,1835,213,25.0,93
1228,1836,505,50.0,0
1229,1837,640,100.0,13
1230,1838,312,200.0,50
1231,1839,355,1600.0,75
1232,1840,283,1600.0,38
1233,1841,174,200.0,40
1234,1842,525,3200.0,46
1235,1843,488,400.0,40
1236,1844,296,100.0,4
1237,1845,369,1600.0,48
1238,1846,129,25.0,73
1239,1847,628,100.0,31
1240,1848,723,100.0,86
1241,1849,872,800.0,35
1242,1850,156,1600.0,91
1243,1851,483,3200.0,33
1244,1852,559,100.0,7
1245,1853,582,6400.0,73
1246,1854,75,100.0,98
1247,1855,447,100.0,14
1248,1856,343,1600.0,8
1249,1857,650,6400.0,9
1250,1858,806,50.0,62
1251,1859,28,25.0,91
1252,1860,127,400.0,73
1253,1861,394,1600.0,15
1254,1862,303,200.0,49
1255,1863,250,100.0,17
1256,1864,168,800.0,56
1257,1865,643,1600.0,23
1258,1866,516,50.0,18
1259,1867,421,50.0,19
1260,1868,14,800.0,87
1261,1869,38,1600.0,9
1262,1870,744,3200.0,48
1263,1871,128,100.0,37
1264,1872,834,25.0,84
1265,1873,424,200.0,39
1266,1874,245,50.0,86
1267,1875,661,200.0,7
1268,1876,643,800.0,72
1269,1877,452,400.0,79
1270,1878,404,50.0,78
1271,1879,141,400.0,80
1272,1880,931,1600.0,74
1273,1881,499,800.0,37
1274,1882,417,100.0,15
1275,1883,624,1600.0,95
1276,1884,462,800.0,18
1277,1885,784,200.0,64
1278,1886,483,800.0,5
1279,1887,679,800.0,88
1280,1888,47,3200.0,62
1281,1889,659,100.0,42
1282,1890,423,200.0,86
1283,1891,299,100.0,64
1284,1892,318,800.0,83
1285,1893,956,400.0,50
1286,1894,746,1600.0,58
1287,1895,484,25.0,36
1288,1896,897,400.0,93
1289,1897,471,1600.0,93
1290,1898,447,3200.0,56
1291,1899,738,50.0,7
1292,1900,787,800.0,4
1293,1901,771,100.0,86
1294,1902,911,1600.0,53
1295,1903,577,200.0,3
1296,1904,960,200.0,81
1297,1905,487,50.0,98
1298,1906,767,100.0,2
1299,1907,794,200.0,59
1300,1908,553,6400.0,99
1301,1909,565,6400.0,46
1302,1910,618,50.0,42
1303,1911,570,800.0,50
1304,1912,836,800.0,74
1305,1913,889,50.0,56
1306,1914,189,1600.0,93
1307,1915,846,400.0,33
1308,1916,889,800.0,73
1309,1917,199,1600.0,57
1310,1918,998,50.0,11
1311,1919,379,200.0,15
1312,1920,367,25.0,90
1313,1921,229,50.0,24
1314,1922,269,800.0,23
1315,1923,651,6400.0,44
1316,1924,998,6400.0,16
1317,1925,372,50.0,57
1318,1926,826,6400.0,94
1319,1927,510,50.0,64
1320,1928,637,800.0,3
1321,1929,171,800.0,82
1322,1930,421,400.0,74
1323,1931,434,50.0,93
1324,1932,524,3200.0,90
1325,1933,214,6400.0,90
1326,1934,957,800.0,10
1327,1935,714,800.0,78
1328,1936,734,100.0,92
1329,1937,461,800.0,82
1330,1938,965,25.0,80
1331,1939,125,25.0,8
1332,1940,826,800.0,68
1333,1941,880,1600.0,24
1334,1942,519,800.0,71
1335,1943,655,1600.0,18
1336,1944,999,1600.0,19
1337,1945,831,100.0,45
1338,1946,662,200.0,14
1339,1947,90,100.0,11
1340,1948,76,3200.0,70
1341,1949,462,800.0,25
1342,1950,812,100.0,75
1343,1951,790,800.0,71
1344,1952,278,50.0,15
1345,1953,648,3200.0,14
1346,1954,405,6400.0,48
1347,1955,876,100.0,38
1348,1956,698,400.0,85
1349,1957,73,3200.0,28
1350,1958,98,200.0,44
1351,1959,214,400.0,29
1352,1960,716,200.0,59
1353,1961,644,400.0,6
1354,1962,907,25.0,94
1355,1963,144,800.0,16
1356,1964,429,3200.0,72
1357,1965,777,3200.0,91
1358,1966,763,3200.0,18
1359,1967,991,3200.0,51
1360,1968,798,25.0,68
1361,1969,651,50.0,47
1362,1970,896,800.0,79
1363,1971,936,800.0,14
1364,1972,506,3200.0,28
1365,1973,14,400.0,65
1366,1974,952,400.0,62
1367,1975,679,1600.0,30
1368,1976,197,50.0,10
1369,1977,599,200.0,71
1370,1978,927,50.0,14
1371,1979,643,1600.0,28
1372,1980,305,6400.0,41
1373,1981,63,200.0,26
1374,1982,681,100.0,65
1375,1983,618,800.0,72
1376,1984,817,3200.0,76
1377,1985,867,25.0,97
1378,1986,628,50.0,74
1379,1987,299,50.0,99
1380,1988,973,6400.0,91
1381,1989,259,200.0,96
1382,1990,976,400.0,85
1383,1991,561,200.0,62
1384,1992,350,800.0,62
1385,1993,864,400.0,22
1386,1994,202,1600.0,28
1387,1995,134,400.0,72
1388,1996,363,3200.0,50
1389,1997,193,25.0,29
1390,1998,911,200.0,77
1391,1999,709,50.0,28
1392,2000,309,50.0,58
1393,2001,8,200.0,44
1394,2002,653,1600.0,30
1395,2003,899,200.0,59
1396,2004,247,800.0,93
1397,2005,156,25.0,35
1398,2006,120,6400.0,59
1399,2007,510,1600.0,11
1400,2008,740,100.0,21
1401,2009,601,1600.0,94
1402,2010,602,100.0,80
1403,2011,650,3200.0,57
1404,2012,939,100.0,46
1405,2013,738,100.0,73
1406,2014,34,400.0,21
1407,2015,777,3200.0,13
1408,2016,585,50.0,59
1409,2017,870,1600.0,25
1410,2018,194,1600.0,54
1411,2019,791,3200.0,19
1412,2020,685,1600.0,91
1413,2021,486,100.0,26
1414,2022,445,100.0,45
1415,2023,166,200.0,99
1416,2024,72,100.0,73
1417,2025,638,400.0,45
1418,2026,607,400.0,53
1419,2027,673,3200.0,89
1420,2028,455,400.0,37
1421,2029,881,50.0,8
1422,2030,623,50.0,72
1423,2031,193,6400.0,21
1424,2032,75,800.0,75
1425,2033,30,1600.0,55
1426,2034,115,200.0,89
1427,2035,546,400.0,15
1428,2036,376,800.0,86
1429,2037,957,1600.0,70
1430,2038,80,50.0,6
1431,2039,563,400.0,35
1432,2040,83,400.0,98
1433,2041,828,6400.0,25
1434,2042,376,3200.0,99
1435,2043,562,400.0,6
1436,2044,937,200.0,3
1437,2045,999,100.0,40
1438,2046,761,200.0,38
1439,2047,860,100.0,63
1440,2048,728,3200.0,28
1441,2049,502,3200.0,68
1442,2050,230,6400.0,54
1443,2051,476,100.0,13
1444,2052,569,400.0,36
1445,2053,554,400.0,2
1446,2054,709,200.0,40
1447,2055,290,800.0,86
1448,2056,539,800.0,2
1449,2057,194,50.0,27
1450,2058,696,3200.0,29
1451,2059,603,100.0,5
1452,2060,645,800.0,35
1453,2061,455,400.0,39
1454,2062,17,50.0,58
1455,2063,870,25.0,76
1456,2064,960,800.0,81
1457,2065,907,25.0,27
1458,2066,612,6400.0,48
1459,2067,953,6400.0,67
1460,2068,173,200.0,3
1461,2069,892,50.0,80
1462,2070,287,100.0,65
1463,2071,482,800.0,64
1464,2072,327,1600.0,20
1465,2073,323,400.0,83
1466,2074,968,100.0,29
1467,2075,891,200.0,72
1468,2076,654,800.0,10
1469,2077,139,3200.0,29
1470,2078,837,6400.0,2
1471,2079,458,1600.0,67
1472,2080,861,400.0,84
1473,2081,995,50.0,95
1474,2082,614,800.0,37
1475,2083,902,100.0,75
1476,2084,314,3200.0,82
1477,2085,552,1600.0,87
1478,2086,950,800.0,90
1479,2087,517,1600.0,31
1480,2088,743,50.0,33
1481,2089,769,100.0,1
1482,2090,397,100.0,96
1483,2091,274,100.0,94
1484,2092,582,400.0,76
1485,2093,956,100.0,24
1486,2094,60,3200.0,85
1487,2095,496,400.0,15
1488,2096,627,50.0,12
1489,2097,456,3200.0,3
1490,2098,377,25.0,56
1491,2099,135,400.0,70
1492,2100,385,800.0,26
1493,1100,48,1600.0,91
1494,1101,592,200.0,62
1495,1102,88,100.0,92
1496,1103,15,200.0,82
1497,1104,959,1600.0,9
1498,1105,37,100.0,36
1499,1106,225,400.0,14
1500,1107,321,25.0,80
1000,1108,878,1600.0,50
1001,1109,922,25.0,37
1002,1110,29,800.0,66
1003,1111,557,3200.0,18
1004,1112,251,200.0,64
1005,1113,669,100.0,24
1006,1114,340,800.0,74
1007,1115,564,800.0,99
1008,1116,481,800.0,91
1009,1117,802,1600.0,27
1010,1118,601,200.0,96
1011,1119,718,800.0,17
1012,1120,425,25.0,12
1013,1121,31,100.0,16
1014,1122,344,200.0,63
1015,1123,133,6400.0,64
1016,1124,983,6400.0,23
1017,1125,810,400.0,81
1018,1126,936,100.0,75
1019,1127,806,100.0,31
1020,1128,249,3200.0,5
1021,1129,86,800.0,44
1022,1130,146,200.0,48
1023,1131,692,3200.0,41
1024,1132,199,3200.0,98
1025,1133,906,25.0,16
1026,1134,330,400.0,47
1027,1135,355,6400.0,23
1028,1136,565,800.0,80
1029,1137,495,50.0,86
1030,1138,797,1600.0,24
1031,1139,674,6400.0,92
1032,1140,413,800.0,76
1033,1141,706,100.0,73
1034,1142,442,400.0,87
1035,1143,987,25.0,17
1036,1144,848,200.0,45
1037,1145,659,50.0,48
1038,1146,95,3200.0,29
1039,1147,521,50.0,75
1040,1148,33,100.0,62
1041,1149,98,1600.0,60
1042,1150,378,1600.0,95
1043,1151,614,200.0,38
1044,1152,385,400.0,70
1045,1153,729,400.0,18
1046,1154,39,6400.0,97
1047,1155,891,200.0,88
1048,1156,427,25.0,95
1049,1157,522,100.0,23
1050,1158,636,800.0,71
1051,1159,483,3200.0,0
1052,1160,240,3200.0,77
1053,1161,630,100.0,49
1054,1162,831,400.0,75
1055,1163,635,200.0,2
1056,1164,593,200.0,67
1057,1165,450,6400.0,40
1058,1166,25,25.0,36
1059,1167,510,200.0,84
1060,1168,424,100.0,66
1061,1169,837,800.0,85
1062,1170,715,50.0,54
1063,1171,943,400.0,30
1064,1172,445,50.0,12
1065,1173,819,3200.0,95
1066,1174,103,1600.0,68
1067,1175,354,1600.0,39
1068,1176,640,100.0,86
1069,1177,581,100.0,81
1070,1178,101,1600.0,97
1071,1179,210,1600.0,2
1072,1180,222,50.0,43
1073,1181,735,400.0,32
1074,1182,264,200.0,45
1075,1183,780,6400.0,20
1076,1184,127,1600.0,11
1077,1185,812,200.0,49
1078,1186,909,400.0,20
1079,1187,721,200.0,5
1080,1188,986,1600.0,9
1081,1189,906,400.0,62
1082,1190,59,100.0,21
1083,1191,707,3200.0,1
1084,1192,62,100.0,30
1085,1193,4,50.0,94
1086,1194,439,200.0,69
1087,1195,848,25.0,90
1088,1196,124,50.0,18
1089,1197,643,200.0,37
1090,1198,535,6400.0,86
1091,1199,750,400.0,87
1092,1200,580,100.0,18
1093,1201,160,800.0,5
1094,1202,549,800.0,55
1095,1203,604,400.0,71
1096,1204,399,1600.0,15
1097,1205,980,100.0,61
1098,1206,758,800.0,91
1099,1207,252,800.0,87
1100,1208,770,3200.0,4
1101,1209,108,200.0,35
1102,1210,639,100.0,9
1103,1211,245,100.0,24
1104,1212,375,3200.0,47
1105,1213,402,3200.0,78
1106,1214,727,200.0,91
1107,1215,692,50.0,50
1108,1216,115,3200.0,94
1109,1217,33,400.0,53
1110,1218,843,100.0,82
1111,1219,211,50.0,31
1112,1220,162,50.0,78
1113,1221,361,50.0,46
1114,1222,186,25.0,93
1115,1223,500,6400.0,12
1116,1224,644,1600.0,8
1117,1225,361,25.0,88
1118,1226,667,50.0,98
1119,1227,401,1600.0,89
1120,1228,440,3200.0,63
1121,1229,835,800.0,20
1122,1230,829,1600.0,47
1123,1231,984,6400.0,87
1124,1232,601,100.0,11
1125,1233,842,1600.0,94
1126,1234,96,800.0,50
1127,1235,15,1600.0,46
1128,1236,288,50.0,1
1129,1237,862,3200.0,29
1130,1238,987,6400.0,7
1131,1239,47,400.0,66
1132,1240,221,200.0,97
1133,1241,591,800.0,40
1134,1242,362,100.0,11
1135,1243,347,200.0,84
1136,1244,961,25.0,50
1137,1245,959,100.0,87
1138,1246,250,200.0,48
1139,1247,246,400.0,86
1140,1248,600,400.0,22
1141,1249,968,800.0,77
1142,1250,715,1600.0,31
1143,1251,4,50.0,87
1144,1252,2,200.0,89
1145,1253,82,50.0,94
1146,1254,102,25.0,50
1147,1255,670,200.0,81
1148,1256,983,1600.0,14
1149,1257,991,200.0,17
1150,1258,163,25.0,91
1151,1259,523,1600.0,69
1152,1260,735,800.0,52
1153,1261,546,3200.0,38
1154,1262,221,200.0,74
1155,1263,127,50.0,33
1156,1264,194,50.0,90
1157,1265,671,200.0,7
1158,1266,85,25.0,95
1159,1267,787,400.0,34
1160,1268,267,3200.0,83
1161,1269,373,3200.0,56
1162,1270,917,800.0,99
1163,1271,934,800.0,67
1164,1272,834,25.0,72
1165,1273,303,400.0,29
1166,1274,809,1600.0,82
1167,1275,235,50.0,52
1168,1276,690,50.0,47
1169,1277,300,100.0,16
1170,1278,732,50.0,96
1171,1279,927,50.0,99
1172,1280,455,400.0,76
1173,1281,380,1600.0,21
1174,1282,235,400.0,2
1175,1283,819,3200.0,1
1176,1284,299,200.0,97
1177,1285,353,800.0,34
1178,1286,559,1600.0,16
1179,1287,137,3200.0,8
1180,1288,782,3200.0,2
1181,1289,415,50.0,54
1182,1290,38,50.0,18
1183,1291,831,400.0,85
1184,1292,108,1600.0,11
1185,1293,524,200.0,6
1186,1294,284,400.0,38
1187,1295,945,800.0,32
1188,1296,729,100.0,93
1189,1297,135,50.0,76
1190,1298,17,400.0,44
1191,1299,697,50.0,22
1192,1300,504,25.0,23
1193,1301,570,400.0,84
1194,1302,659,400.0,77
1195,1303,770,800.0,65
1196,1304,910,1600.0,47
1197,1305,405,3200.0,46
1198,1306,296,50.0,4
1199,1307,343,3200.0,6
1200,1308,131,1600.0,76
1201,1309,961,3200.0,33
1202,1310,136,50.0,14
1203,1311,637,800.0,25
1204,1312,106,400.0,51
1205,1313,310,3200.0,95
1206,1314,812,50.0,25
1207,1315,433,3200.0,58
1208,1316,771,800.0,71
1209,1317,988,6400.0,26
1210,1318,571,50.0,73
1211,1319,356,200.0,9
1212,1320,233,3200.0,75
1213,1321,472,800.0,0
1214,1322,645,400.0,69
1215,1323,23,800.0,95
1216,1324,210,100.0,78
1217,1325,872,200.0,68
1218,1326,791,3200.0,75
1219,1327,875,50.0,80
1220,1328,483,400.0,8
1221,1329,964,100.0,53
1222,1330,555,1600.0,28
1223,1331,767,1600.0,49
1224,1332,988,3200.0,84
1225,1333,789,800.0,31
1226,1334,922,800.0,85
1227,1335,813,400.0,36
1228,1336,196,50.0,82
1229,1337,156,200.0,43
1230,1338,760,100.0,30
1231,1339,339,200.0,87
1232,1340,86,400.0,24
1233,1341,367,1600.0,92
1234,1342,968,200.0,75
1235,1343,680,400.0,83
1236,1344,114,50.0,31
1237,1345,521,100.0,80
1238,1346,971,400.0,7
1239,1347,443,400.0,27
1240,1348,968,6400.0,48
1241,1349,785,200.0,31
1242,1350,835,200.0,12
1243,1351,501,200.0,54
1244,1352,968,1600.0,41
1245,1353,207,50.0,67
1246,1354,510,800.0,43
1247,1355,943,400.0,51
1248,1356,361,200.0,38
1249,1357,443,800.0,82
1250,1358,773,400.0,41
1251,1359,535,100.0,13
1252,1360,664,400.0,56
1253,1361,17,200.0,33
1254,1362,721,400.0,56
1255,1363,154,800.0,87
1256,1364,440,200.0,98
1257,1365,702,50.0,83
1258,1366,828,1600.0,98
1259,1367,259,400.0,10
1260,1368,444,50.0,59
1261,1369,210,200.0,57
1262,1370,490,800.0,46
1263,1371,352,50.0,42
1264,1372,68,3200.0,57
1265,1373,490,1600.0,11
1266,1374,538,400.0,40
1267,1375,522,1600.0,66
1268,1376,644,1600.0,72
1269,1377,315,25.0,28
1270,1378,120,25.0,39
1271,1379,659,200.0,8
1272,1380,256,3200.0,52
1273,1381,500,1600.0,2
1274,1382,674,3200.0,95
1275,1383,56,800.0,21
1276,1384,497,100.0,2
1277,1385,135,400.0,19
1278,1386,246,50.0,98
1279,1387,147,100.0,80
1280,1388,659,50.0,17
1281,1389,739,800.0,95
1282,1390,324,50.0,91
1283,1391,134,50.0,65
1284,1392,915,50.0,90
1285,1393,840,400.0,20
1286,1394,739,1600.0,26
1287,1395,544,1600.0,37
1288,1396,846,800.0,9
1289,1397,847,3200.0,87
1290,1398,75,50.0,57
1291,1399,107,800.0,15
1292,1400,633,800.0,96
1293,1401,340,100.0,30
1294,1402,969,200.0,66
1295,1403,791,400.0,46
1296,1404,991,200.0,17
1297,1405,858,100.0,28
1298,1406,70,200.0,36
1299,1407,270,100.0,32
1300,1408,718,1600.0,83
1301,1409,426,100.0,86
1302,1410,273,1600.0,62
1303,1411,709,1600.0,47
1304,1412,33,100.0,11
1305,1413,761,200.0,71
1306,1414,228,1600.0,32
1307,1415,715,200.0,94
1308,1416,594,3200.0,94
1309,1417,357,3200.0,46
1310,1418,348,50.0,44
1311,1419,697,25.0,40
1312,1420,953,100.0,12
1313,1421,37,100.0,52
1314,1422,137,400.0,74
1315,1423,663,800.0,38
1316,1424,820,400.0,61
1317,1425,954,3200.0,85
1318,1426,460,1600.0,13
1319,1427,356,3200.0,8
1320,1428,317,1600.0,85
1321,1429,426,6400.0,0
1322,1430,378,3200.0,6
1323,1431,318,50.0,21
1324,1432,507,400.0,16
1325,1433,612,100.0,50
1326,1434,910,1600.0,4
1327,1435,404,3200.0,17
1328,1436,189,200.0,57
1329,1437,520,800.0,36
1330,1438,135,200.0,80
1331,1439,519,1600.0,54
1332,1440,376,400.0,50
1333,1441,471,100.0,99
1334,1442,918,800.0,28
1335,1443,382,6400.0,62
1336,1444,57,3200.0,21
1337,1445,780,200.0,67
1338,1446,819,800.0,44
1339,1447,468,50.0,7
1340,1448,236,1600.0,8
1341,1449,819,100.0,11
1342,1450,332,800.0,85
1343,1451,844,400.0,18
1344,1452,84,400.0,53
1345,1453,412,6400.0,37
1346,1454,430,800.0,69
1347,1455,455,200.0,60
1348,1456,864,400.0,23
1349,1457,841,50.0,74
1350,1458,157,3200.0,13
1351,1459,11,1600.0,62
1352,1460,697,400.0,6
1353,1461,520,800.0,4
1354,1462,912,800.0,49
1355,1463,557,100.0,5
1356,1464,990,800.0,95
1357,1465,845,800.0,4
1358,1466,37,800.0,4
1359,1467,497,800.0,98
1360,1468,518,25.0,3
1361,1469,436,800.0,81
1362,1470,531,200.0,51
1363,1471,299,100.0,63
1364,1472,306,800.0,44
1365,1473,96,400.0,48
1366,1474,912,400.0,77
1367,1475,303,100.0,65
1368,1476,489,50.0,90
1369,1477,435,400.0,17
1370,1478,839,25.0,97
1371,1479,658,800.0,21
1372,1480,853,3200.0,67
1373,1481,93,400.0,56
1374,1482,210,1600.0,61
1375,1483,765,3200.0,8
1376,1484,439,100.0,86
1377,1485,480,100.0,55
1378,1486,457,100.0,27
1379,1487,667,100.0,21
1380,1488,841,3200.0,12
1381,1489,154,1600.0,87
1382,1490,627,3200.0,94
1383,1491,502,100.0,34
1384,1492,41,3200.0,79
1385,1493,990,400.0,92
1386,1494,112,800.0,14
1387,1495,205,800.0,78
1388,1496,938,200.0,74
1389,1497,107,200.0,66
1390,1498,913,1600.0,78
1391,1499,122,200.0,48
1392,1500,395,1600.0,97
1393,1501,104,6400.0,57
1394,1502,721,100.0,80
1395,1503,557,100.0,26
1396,1504,456,25.0,3
1397,1505,856,800.0,31
1398,1506,27,800.0,68
1399,1507,56,25.0,26
1400,1508,597,50.0,55
1401,1509,374,25.0,1
1402,1510,795,25.0,42
1403,1511,900,400.0,87
1404,1512,213,1600.0,40
1405,1513,265,100.0,53
1406,1514,105,800.0,35
1407,1515,450,1600.0,7
1408,1516,949,1600.0,98
1409,1517,533,25.0,37
1410,1518,446,1600.0,8
1411,1519,451,1600.0,2
1412,1520,373,400.0,24
1413,1521,791,400.0,26
1414,1522,143,25.0,99
1415,1523,840,50.0,27
1416,1524,463,800.0,36
1417,1525,432,50.0,41
1418,1526,345,6400.0,69
1419,1527,949,100.0,1
1420,1528,638,6400.0,97
1421,1529,217,100.0,22
1422,1530,644,6400.0,92
1423,1531,728,50.0,27
1424,1532,718,3200.0,64
1425,1533,132,400.0,57
1426,1534,571,200.0,48
1427,1535,134,3200.0,20
1428,1536,321,400.0,82
1429,1537,371,800.0,11
1430,1538,362,1600.0,44
1431,1539,91,1600.0,25
1432,1540,255,200.0,75
1433,1541,561,1600.0,5
1434,1542,460,800.0,44
1435,1543,407,800.0,56
1436,1544,633,3200.0,65
1437,1545,547,400.0,3
1438,1546,329,800.0,16
1439,1547,417,6400.0,73
1440,1548,415,1600.0,98
1441,1549,522,200.0,23
1442,1550,146,400.0,33
1443,1551,944,25.0,21
1444,1552,375,3200.0,42
1445,1553,879,1600.0,64
1446,1554,767,200.0,74
1447,1555,44,100.0,94
1448,1556,567,400.0,76
1449,1557,510,800.0,27
1450,1558,96,200.0,59
1451,1559,862,400.0,83
1452,1560,773,3200.0,89
1453,1561,283,200.0,23
1454,1562,113,1600.0,20
1455,1563,767,3200.0,41
1456,1564,324,200.0,9
1457,1565,156,3200.0,12
1458,1566,414,6400.0,46
1459,1567,131,400.0,40
1460,1568,91,100.0,27
1461,1569,214,50.0,14
1462,1570,880,50.0,73
1463,1571,201,400.0,27
1464,1572,160,800.0,59
1465,1573,44,100.0,3
1466,1574,889,400.0,37
1467,1575,697,50.0,23
1468,1576,858,3200.0,2
1469,1577,894,100.0,72
1470,1578,85,1600.0,80
1471,1579,518,1600.0,70
1472,1580,321,6400.0,97
1473,1581,402,50.0,59
1474,1582,192,200.0,32
1475,1583,67,50.0,41
1476,1584,376,50.0,79
1477,1585,54,800.0,31
1478,1586,948,400.0,12
1479,1587,473,1600.0,78
1480,1588,516,25.0,13
1481,1589,348,3200.0,47
1482,1590,608,1600.0,42
1483,1591,772,50.0,62
1484,1592,193,100.0,86
1485,1593,413,1600.0,58
1486,1594,746,6400.0,64
1487,1595,737,25.0,56
1488,1596,921,3200.0,32
1489,1597,296,3200.0,54
1490,1598,647,1600.0,53
1491,1599,57,100.0,52
1492,1600,226,800.0,30
1493,1601,288,800.0,26
1494,1602,227,1600.0,27
1495,1603,180,200.0,69
1496,1604,662,400.0,77
1497,1605,658,50.0,0
1498,1606,700,800.0,40
1499,1607,108,100.0,52
1500,1608,648,50.0,86
1000,1609,346,25.0,24
1001,1610,964,1600.0,54
1002,1611,586,6400.0,35
1003,1612,58,100.0,79
1004,1613,285,800.0,61
1005,1614,543,6400.0,4
1006,1615,68,400.0,73
1007,1616,97,200.0,9
1008,1617,350,400.0,80
1009,1618,16,1600.0,6
